MerchantKey,MerchantID,MerchantCategory,BusinessSize,State,City,SettlementCycle,PartnerSince,MerchantTenure
6462,MER06462,Travel,Small,Tamil Nadu,Chennai,T+2,2025,1
6463,MER06463,Food & Dining,Medium,Gujarat,Surat,T+1,2021,5
6464,MER06464,E-Commerce,Enterprise,Karnataka,Mangaluru,T+1,2020,6
6465,MER06465,E-Commerce,Medium,Kerala,Kozhikode,T+1,2026,0
6466,MER06466,Food & Dining,Enterprise,West Bengal,Durgapur,T+1,2025,1
6467,MER06467,E-Commerce,Small,Karnataka,Bengaluru,T+1,2024,2
6468,MER06468,E-Commerce,Medium,Telangana,Hyderabad,T+1,2026,0
6469,MER06469,Retail,Enterprise,Maharashtra,Nagpur,T+1,2023,3
6470,MER06470,E-Commerce,Small,Rajasthan,Jaipur,T+1,2022,4
6471,MER06471,Food & Dining,Medium,Rajasthan,Jodhpur,T+1,2023,3
6472,MER06472,Retail,Small,Delhi,New Delhi,T+1,2026,0
6473,MER06473,Utilities,Medium,Rajasthan,Jaipur,T+1,2026,0
6474,MER06474,E-Commerce,Medium,Karnataka,Bengaluru,T+3,2026,0
6475,MER06475,E-Commerce,Small,Delhi,New Delhi,T+1,2020,6
6476,MER06476,Education,Small,Delhi,New Delhi,T+1,2024,2
6477,MER06477,Travel,Small,Maharashtra,Mumbai,T+1,2025,1
6478,MER06478,Entertainment,Enterprise,Delhi,New Delhi,T+2,2022,4
6479,MER06479,Travel,Small,Kerala,Kochi,T+2,2026,0
6480,MER06480,Food & Dining,Small,Maharashtra,Mumbai,T+2,2025,1
6481,MER06481,Retail,Enterprise,Gujarat,Vadodara,T+1,2024,2
6482,MER06482,Education,Medium,Kerala,Thiruvananthapuram,T+1,2023,3
6483,MER06483,Utilities,Medium,Maharashtra,Mumbai,T+1,2023,3
6484,MER06484,Retail,Small,Gujarat,Ahmedabad,T+1,2020,6
6485,MER06485,Food & Dining,Medium,Maharashtra,Pune,T+1,2020,6
6486,MER06486,Retail,Small,Karnataka,Bengaluru,T+1,2026,0
6487,MER06487,Retail,Medium,Karnataka,Mangaluru,T+1,2024,2
6488,MER06488,Food & Dining,Small,Karnataka,Mysuru,T+1,2025,1
6489,MER06489,Fuel,Enterprise,Kerala,Kochi,T+1,2024,2
6490,MER06490,Healthcare,Small,Kerala,Kochi,T+2,2023,3
6491,MER06491,Food & Dining,Small,Maharashtra,Pune,T+1,2021,5
6492,MER06492,Food & Dining,Small,Telangana,Hyderabad,T+1,2020,6
6493,MER06493,Retail,Medium,Gujarat,Ahmedabad,T+1,2025,1
6494,MER06494,Retail,Medium,Maharashtra,Pune,T+2,2022,4
6495,MER06495,Education,Small,Kerala,Kochi,T+2,2025,1
6496,MER06496,Fuel,Small,Uttar Pradesh,Lucknow,T+2,2020,6
6497,MER06497,Retail,Medium,Maharashtra,Pune,T+2,2025,1
6498,MER06498,Entertainment,Small,Gujarat,Ahmedabad,T+2,2020,6
6499,MER06499,Retail,Small,Delhi,New Delhi,T+1,2026,0
6500,MER06500,Retail,Enterprise,Uttar Pradesh,Lucknow,T+1,2026,0
6501,MER06501,Food & Dining,Medium,Telangana,Warangal,T+1,2021,5
6502,MER06502,E-Commerce,Small,Karnataka,Mangaluru,T+1,2024,2
6503,MER06503,Healthcare,Small,West Bengal,Kolkata,T+1,2020,6
6504,MER06504,E-Commerce,Small,West Bengal,Siliguri,T+2,2023,3
6505,MER06505,Food & Dining,Small,West Bengal,Kolkata,T+1,2023,3
6506,MER06506,E-Commerce,Small,Delhi,New Delhi,T+1,2021,5
6507,MER06507,Retail,Small,Kerala,Kochi,T+1,2023,3
6508,MER06508,Utilities,Medium,Tamil Nadu,Chennai,T+1,2022,4
6509,MER06509,Education,Small,Maharashtra,Mumbai,T+1,2025,1
6510,MER06510,E-Commerce,Small,Uttar Pradesh,Kanpur,T+2,2021,5
6511,MER06511,Food & Dining,Small,Rajasthan,Jaipur,T+1,2026,0
6512,MER06512,E-Commerce,Medium,Uttar Pradesh,Kanpur,T+1,2024,2
6513,MER06513,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2024,2
6514,MER06514,Healthcare,Medium,Maharashtra,Mumbai,T+1,2026,0
6515,MER06515,Utilities,Small,Maharashtra,Mumbai,T+1,2026,0
6516,MER06516,E-Commerce,Medium,West Bengal,Durgapur,T+1,2024,2
6517,MER06517,Retail,Small,Karnataka,Mysuru,T+1,2025,1
6518,MER06518,Utilities,Medium,Maharashtra,Mumbai,T+1,2022,4
6519,MER06519,Retail,Medium,Maharashtra,Pune,T+1,2025,1
6520,MER06520,E-Commerce,Small,Delhi,New Delhi,T+2,2021,5
6521,MER06521,Government,Small,Tamil Nadu,Chennai,T+2,2026,0
6522,MER06522,Utilities,Medium,Tamil Nadu,Madurai,T+2,2026,0
6523,MER06523,Food & Dining,Enterprise,Tamil Nadu,Madurai,T+1,2024,2
6524,MER06524,Food & Dining,Small,Maharashtra,Nagpur,T+1,2021,5
6525,MER06525,E-Commerce,Small,Rajasthan,Jaipur,T+1,2019,7
6526,MER06526,Utilities,Small,Gujarat,Surat,T+2,2020,6
6527,MER06527,E-Commerce,Small,Kerala,Kozhikode,T+1,2025,1
6528,MER06528,Retail,Medium,Delhi,New Delhi,T+1,2024,2
6529,MER06529,Food & Dining,Small,Maharashtra,Pune,T+1,2019,7
6530,MER06530,Healthcare,Small,Karnataka,Bengaluru,T+1,2023,3
6531,MER06531,Food & Dining,Small,West Bengal,Siliguri,T+1,2023,3
6532,MER06532,Utilities,Small,Rajasthan,Jaipur,T+1,2025,1
6533,MER06533,Food & Dining,Medium,Karnataka,Mysuru,T+1,2025,1
6534,MER06534,Utilities,Small,Karnataka,Mangaluru,T+1,2023,3
6535,MER06535,Utilities,Small,Kerala,Kochi,T+1,2021,5
6536,MER06536,Government,Medium,Uttar Pradesh,Lucknow,T+2,2020,6
6537,MER06537,Healthcare,Small,Maharashtra,Pune,T+3,2024,2
6538,MER06538,E-Commerce,Small,Kerala,Kozhikode,T+1,2021,5
6539,MER06539,Retail,Small,Karnataka,Bengaluru,T+1,2024,2
6540,MER06540,Food & Dining,Enterprise,Gujarat,Ahmedabad,T+1,2026,0
6541,MER06541,Education,Medium,Tamil Nadu,Chennai,T+2,2023,3
6542,MER06542,Retail,Enterprise,Rajasthan,Jodhpur,T+1,2020,6
6543,MER06543,Healthcare,Medium,Gujarat,Ahmedabad,T+2,2023,3
6544,MER06544,Retail,Small,Kerala,Thiruvananthapuram,T+1,2021,5
6545,MER06545,E-Commerce,Small,Karnataka,Mangaluru,T+2,2022,4
6546,MER06546,E-Commerce,Small,Tamil Nadu,Coimbatore,T+2,2026,0
6547,MER06547,Retail,Small,Maharashtra,Mumbai,T+2,2025,1
6548,MER06548,Retail,Small,Tamil Nadu,Coimbatore,T+2,2022,4
6549,MER06549,Healthcare,Small,Maharashtra,Pune,T+1,2022,4
6550,MER06550,Entertainment,Medium,Karnataka,Mangaluru,T+1,2026,0
6551,MER06551,Retail,Small,Kerala,Kozhikode,T+1,2024,2
6552,MER06552,Travel,Small,Maharashtra,Pune,T+1,2024,2
6553,MER06553,Retail,Small,Tamil Nadu,Coimbatore,T+1,2022,4
6554,MER06554,Government,Medium,West Bengal,Siliguri,T+1,2025,1
6555,MER06555,E-Commerce,Small,Telangana,Warangal,T+3,2022,4
6556,MER06556,Retail,Medium,Karnataka,Bengaluru,T+1,2026,0
6557,MER06557,Retail,Small,Maharashtra,Mumbai,T+2,2024,2
6558,MER06558,Retail,Small,Uttar Pradesh,Noida,T+1,2024,2
6559,MER06559,E-Commerce,Small,Telangana,Warangal,T+1,2020,6
6560,MER06560,Government,Small,Telangana,Hyderabad,T+3,2025,1
6561,MER06561,Utilities,Small,Uttar Pradesh,Lucknow,T+2,2023,3
6562,MER06562,E-Commerce,Medium,Delhi,New Delhi,T+1,2025,1
6563,MER06563,Entertainment,Small,Kerala,Kochi,T+2,2023,3
6564,MER06564,Food & Dining,Medium,Uttar Pradesh,Lucknow,T+1,2020,6
6565,MER06565,E-Commerce,Small,Tamil Nadu,Madurai,T+3,2019,7
6566,MER06566,E-Commerce,Small,Karnataka,Mangaluru,T+2,2025,1
6567,MER06567,Travel,Enterprise,Rajasthan,Jaipur,T+2,2025,1
6568,MER06568,Fuel,Medium,Karnataka,Mysuru,T+1,2019,7
6569,MER06569,Utilities,Small,Delhi,New Delhi,T+1,2026,0
6570,MER06570,Education,Medium,Karnataka,Mysuru,T+3,2024,2
6571,MER06571,Fuel,Small,Tamil Nadu,Coimbatore,T+2,2021,5
6572,MER06572,Entertainment,Small,West Bengal,Siliguri,T+1,2022,4
6573,MER06573,Retail,Small,Maharashtra,Pune,T+1,2024,2
6574,MER06574,E-Commerce,Small,Karnataka,Mangaluru,T+2,2023,3
6575,MER06575,Retail,Small,Karnataka,Mangaluru,T+2,2026,0
6576,MER06576,Utilities,Small,Gujarat,Surat,T+1,2024,2
6577,MER06577,Healthcare,Medium,Maharashtra,Nagpur,T+1,2024,2
6578,MER06578,Healthcare,Small,Rajasthan,Jaipur,T+2,2024,2
6579,MER06579,Fuel,Small,Kerala,Thiruvananthapuram,T+1,2022,4
6580,MER06580,E-Commerce,Small,Maharashtra,Mumbai,T+1,2026,0
6581,MER06581,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2024,2
6582,MER06582,Education,Small,Tamil Nadu,Madurai,T+1,2021,5
6583,MER06583,Retail,Enterprise,Karnataka,Mangaluru,T+1,2025,1
6584,MER06584,Retail,Small,Tamil Nadu,Madurai,T+2,2025,1
6585,MER06585,Utilities,Medium,Uttar Pradesh,Noida,T+2,2025,1
6586,MER06586,Retail,Medium,Telangana,Warangal,T+1,2026,0
6587,MER06587,E-Commerce,Small,Uttar Pradesh,Lucknow,T+1,2025,1
6588,MER06588,Education,Small,Gujarat,Ahmedabad,T+1,2022,4
6589,MER06589,Healthcare,Small,Uttar Pradesh,Kanpur,T+1,2026,0
6590,MER06590,Food & Dining,Medium,Telangana,Hyderabad,T+1,2026,0
6591,MER06591,Fuel,Small,Uttar Pradesh,Kanpur,T+1,2023,3
6592,MER06592,Healthcare,Enterprise,Telangana,Hyderabad,T+1,2022,4
6593,MER06593,Fuel,Small,Kerala,Kozhikode,T+1,2023,3
6594,MER06594,Food & Dining,Small,Telangana,Hyderabad,T+1,2026,0
6595,MER06595,Fuel,Medium,West Bengal,Durgapur,T+3,2021,5
6596,MER06596,Food & Dining,Small,Rajasthan,Jaipur,T+1,2026,0
6597,MER06597,Retail,Small,Maharashtra,Pune,T+1,2024,2
6598,MER06598,Utilities,Small,West Bengal,Durgapur,T+1,2025,1
6599,MER06599,Food & Dining,Small,West Bengal,Kolkata,T+1,2022,4
6600,MER06600,Food & Dining,Small,West Bengal,Kolkata,T+1,2026,0
6601,MER06601,Healthcare,Small,West Bengal,Siliguri,T+1,2024,2
6602,MER06602,E-Commerce,Enterprise,Tamil Nadu,Coimbatore,T+1,2019,7
6603,MER06603,Retail,Medium,Rajasthan,Udaipur,T+1,2020,6
6604,MER06604,Travel,Small,Maharashtra,Nagpur,T+1,2024,2
6605,MER06605,Food & Dining,Small,Telangana,Hyderabad,T+1,2023,3
6606,MER06606,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2023,3
6607,MER06607,Food & Dining,Small,Delhi,New Delhi,T+2,2021,5
6608,MER06608,Healthcare,Small,Delhi,New Delhi,T+1,2023,3
6609,MER06609,Fuel,Enterprise,West Bengal,Kolkata,T+1,2021,5
6610,MER06610,Education,Small,Delhi,New Delhi,T+1,2020,6
6611,MER06611,Travel,Small,Kerala,Kozhikode,T+2,2020,6
6612,MER06612,Education,Small,Karnataka,Mangaluru,T+1,2025,1
6613,MER06613,Utilities,Medium,Uttar Pradesh,Lucknow,T+1,2026,0
6614,MER06614,E-Commerce,Small,Delhi,New Delhi,T+1,2023,3
6615,MER06615,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2021,5
6616,MER06616,Fuel,Medium,West Bengal,Kolkata,T+1,2026,0
6617,MER06617,Retail,Small,Telangana,Hyderabad,T+1,2019,7
6618,MER06618,Food & Dining,Small,Karnataka,Mysuru,T+1,2022,4
6619,MER06619,Education,Enterprise,Rajasthan,Udaipur,T+1,2026,0
6620,MER06620,E-Commerce,Medium,Delhi,New Delhi,T+1,2024,2
6621,MER06621,Retail,Small,Delhi,New Delhi,T+2,2026,0
6622,MER06622,Food & Dining,Small,Tamil Nadu,Madurai,T+2,2026,0
6623,MER06623,Food & Dining,Small,Tamil Nadu,Chennai,T+1,2024,2
6624,MER06624,Healthcare,Small,Maharashtra,Pune,T+1,2021,5
6625,MER06625,Government,Small,Rajasthan,Jodhpur,T+1,2025,1
6626,MER06626,E-Commerce,Medium,Telangana,Warangal,T+2,2019,7
6627,MER06627,Fuel,Medium,Gujarat,Surat,T+1,2026,0
6628,MER06628,Food & Dining,Small,Kerala,Thiruvananthapuram,T+2,2025,1
6629,MER06629,Utilities,Small,Telangana,Warangal,T+2,2026,0
6630,MER06630,Healthcare,Small,Uttar Pradesh,Kanpur,T+3,2025,1
6631,MER06631,Fuel,Small,Delhi,New Delhi,T+2,2026,0
6632,MER06632,Utilities,Enterprise,Delhi,New Delhi,T+1,2026,0
6633,MER06633,Retail,Small,West Bengal,Durgapur,T+1,2021,5
6634,MER06634,Food & Dining,Small,Telangana,Warangal,T+1,2019,7
6635,MER06635,Travel,Small,Maharashtra,Mumbai,T+2,2025,1
6636,MER06636,Retail,Enterprise,Rajasthan,Jaipur,T+1,2020,6
6637,MER06637,E-Commerce,Small,Gujarat,Ahmedabad,T+1,2023,3
6638,MER06638,Utilities,Small,Delhi,New Delhi,T+1,2023,3
6639,MER06639,Food & Dining,Medium,Karnataka,Mysuru,T+1,2023,3
6640,MER06640,Utilities,Small,Kerala,Kozhikode,T+2,2025,1
6641,MER06641,Healthcare,Medium,Kerala,Thiruvananthapuram,T+1,2020,6
6642,MER06642,Fuel,Enterprise,Telangana,Hyderabad,T+3,2025,1
6643,MER06643,Healthcare,Small,Rajasthan,Jodhpur,T+2,2025,1
6644,MER06644,E-Commerce,Small,Gujarat,Vadodara,T+1,2019,7
6645,MER06645,E-Commerce,Medium,Tamil Nadu,Coimbatore,T+1,2026,0
6646,MER06646,Education,Small,Delhi,New Delhi,T+1,2020,6
6647,MER06647,E-Commerce,Small,Rajasthan,Udaipur,T+1,2021,5
6648,MER06648,Utilities,Small,Uttar Pradesh,Noida,T+1,2025,1
6649,MER06649,Retail,Enterprise,Delhi,New Delhi,T+1,2023,3
6650,MER06650,Retail,Small,Telangana,Warangal,T+1,2026,0
6651,MER06651,Food & Dining,Medium,Karnataka,Mangaluru,T+1,2024,2
6652,MER06652,Retail,Small,Kerala,Thiruvananthapuram,T+1,2026,0
6653,MER06653,Retail,Medium,Kerala,Kochi,T+2,2021,5
6654,MER06654,Healthcare,Medium,Tamil Nadu,Coimbatore,T+1,2025,1
6655,MER06655,Food & Dining,Medium,Uttar Pradesh,Noida,T+1,2026,0
6656,MER06656,Food & Dining,Small,West Bengal,Siliguri,T+3,2022,4
6657,MER06657,Food & Dining,Enterprise,West Bengal,Kolkata,T+2,2026,0
6658,MER06658,Education,Small,Telangana,Hyderabad,T+1,2025,1
6659,MER06659,Healthcare,Enterprise,Tamil Nadu,Chennai,T+1,2020,6
6660,MER06660,Food & Dining,Small,Maharashtra,Pune,T+2,2022,4
6661,MER06661,Retail,Medium,Delhi,New Delhi,T+1,2024,2
6662,MER06662,Healthcare,Small,Uttar Pradesh,Kanpur,T+2,2026,0
6663,MER06663,Fuel,Medium,Uttar Pradesh,Noida,T+2,2023,3
6664,MER06664,Utilities,Small,West Bengal,Siliguri,T+2,2026,0
6665,MER06665,Government,Small,Uttar Pradesh,Lucknow,T+2,2026,0
6666,MER06666,Food & Dining,Medium,Uttar Pradesh,Lucknow,T+1,2024,2
6667,MER06667,Travel,Small,West Bengal,Durgapur,T+1,2023,3
6668,MER06668,Travel,Small,Tamil Nadu,Chennai,T+1,2026,0
6669,MER06669,Healthcare,Medium,Maharashtra,Nagpur,T+1,2026,0
6670,MER06670,Government,Small,Maharashtra,Pune,T+2,2025,1
6671,MER06671,Travel,Small,West Bengal,Durgapur,T+1,2025,1
6672,MER06672,E-Commerce,Small,Telangana,Warangal,T+1,2024,2
6673,MER06673,Retail,Small,Maharashtra,Nagpur,T+2,2022,4
6674,MER06674,E-Commerce,Small,Telangana,Warangal,T+1,2026,0
6675,MER06675,Food & Dining,Medium,Tamil Nadu,Chennai,T+1,2026,0
6676,MER06676,Food & Dining,Small,Tamil Nadu,Madurai,T+1,2024,2
6677,MER06677,Retail,Small,Maharashtra,Nagpur,T+2,2025,1
6678,MER06678,Retail,Small,Maharashtra,Nagpur,T+2,2026,0
6679,MER06679,E-Commerce,Medium,Uttar Pradesh,Kanpur,T+1,2026,0
6680,MER06680,Utilities,Medium,Rajasthan,Udaipur,T+1,2026,0
6681,MER06681,Government,Small,Uttar Pradesh,Noida,T+1,2026,0
6682,MER06682,Government,Enterprise,Kerala,Kozhikode,T+2,2023,3
6683,MER06683,Government,Small,Maharashtra,Pune,T+1,2023,3
6684,MER06684,Retail,Small,Maharashtra,Nagpur,T+2,2022,4
6685,MER06685,Retail,Medium,Rajasthan,Udaipur,T+2,2026,0
6686,MER06686,Government,Small,Telangana,Hyderabad,T+1,2023,3
6687,MER06687,Utilities,Small,Kerala,Thiruvananthapuram,T+2,2025,1
6688,MER06688,Retail,Small,Uttar Pradesh,Kanpur,T+2,2025,1
6689,MER06689,Retail,Small,Karnataka,Mysuru,T+2,2026,0
6690,MER06690,Utilities,Small,Karnataka,Bengaluru,T+1,2022,4
6691,MER06691,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2024,2
6692,MER06692,Government,Medium,Tamil Nadu,Coimbatore,T+1,2019,7
6693,MER06693,Healthcare,Small,Tamil Nadu,Coimbatore,T+1,2025,1
6694,MER06694,Food & Dining,Medium,Gujarat,Surat,T+1,2026,0
6695,MER06695,Retail,Small,Tamil Nadu,Madurai,T+1,2022,4
6696,MER06696,Fuel,Small,Rajasthan,Jodhpur,T+2,2024,2
6697,MER06697,Retail,Small,Uttar Pradesh,Lucknow,T+1,2021,5
6698,MER06698,Retail,Small,Delhi,New Delhi,T+1,2023,3
6699,MER06699,Healthcare,Small,Telangana,Warangal,T+2,2024,2
6700,MER06700,Food & Dining,Small,Kerala,Kochi,T+2,2024,2
6701,MER06701,Retail,Small,Tamil Nadu,Madurai,T+1,2026,0
6702,MER06702,Food & Dining,Small,Maharashtra,Mumbai,T+1,2023,3
6703,MER06703,Utilities,Small,Rajasthan,Jodhpur,T+2,2026,0
6704,MER06704,Utilities,Medium,Karnataka,Bengaluru,T+2,2026,0
6705,MER06705,Travel,Small,Uttar Pradesh,Lucknow,T+1,2025,1
6706,MER06706,Food & Dining,Small,Karnataka,Bengaluru,T+1,2020,6
6707,MER06707,Retail,Small,West Bengal,Durgapur,T+1,2025,1
6708,MER06708,Food & Dining,Small,Maharashtra,Pune,T+1,2024,2
6709,MER06709,Food & Dining,Medium,Maharashtra,Nagpur,T+2,2021,5
6710,MER06710,Retail,Small,Telangana,Hyderabad,T+2,2023,3
6711,MER06711,Travel,Small,Uttar Pradesh,Lucknow,T+1,2025,1
6712,MER06712,Education,Medium,Rajasthan,Jodhpur,T+1,2023,3
6713,MER06713,Food & Dining,Small,Karnataka,Mangaluru,T+2,2023,3
6714,MER06714,Food & Dining,Small,Telangana,Warangal,T+2,2023,3
6715,MER06715,Travel,Small,West Bengal,Durgapur,T+2,2024,2
6716,MER06716,E-Commerce,Medium,Uttar Pradesh,Kanpur,T+2,2021,5
6717,MER06717,Retail,Medium,Kerala,Thiruvananthapuram,T+1,2019,7
6718,MER06718,Food & Dining,Small,Gujarat,Ahmedabad,T+1,2022,4
6719,MER06719,Fuel,Medium,Karnataka,Bengaluru,T+1,2026,0
6720,MER06720,Retail,Medium,Delhi,New Delhi,T+2,2020,6
6721,MER06721,Healthcare,Small,Maharashtra,Pune,T+2,2022,4
6722,MER06722,E-Commerce,Small,Maharashtra,Nagpur,T+1,2021,5
6723,MER06723,Utilities,Medium,Maharashtra,Nagpur,T+1,2026,0
6724,MER06724,Retail,Small,Uttar Pradesh,Kanpur,T+1,2026,0
6725,MER06725,Retail,Medium,Gujarat,Vadodara,T+2,2022,4
6726,MER06726,Healthcare,Enterprise,West Bengal,Kolkata,T+2,2025,1
6727,MER06727,Retail,Small,West Bengal,Siliguri,T+1,2025,1
6728,MER06728,Retail,Small,West Bengal,Durgapur,T+1,2026,0
6729,MER06729,Food & Dining,Small,West Bengal,Kolkata,T+1,2023,3
6730,MER06730,E-Commerce,Medium,Delhi,New Delhi,T+1,2022,4
6731,MER06731,Government,Small,Delhi,New Delhi,T+1,2023,3
6732,MER06732,Retail,Small,Karnataka,Bengaluru,T+1,2022,4
6733,MER06733,Retail,Enterprise,Delhi,New Delhi,T+3,2024,2
6734,MER06734,Utilities,Small,West Bengal,Durgapur,T+2,2022,4
6735,MER06735,Retail,Small,Uttar Pradesh,Lucknow,T+1,2026,0
6736,MER06736,Travel,Small,Uttar Pradesh,Noida,T+1,2021,5
6737,MER06737,E-Commerce,Medium,Karnataka,Mangaluru,T+1,2022,4
6738,MER06738,Education,Small,Kerala,Kozhikode,T+1,2022,4
6739,MER06739,Fuel,Medium,Uttar Pradesh,Lucknow,T+1,2025,1
6740,MER06740,E-Commerce,Medium,Gujarat,Surat,T+1,2026,0
6741,MER06741,Food & Dining,Enterprise,Telangana,Hyderabad,T+2,2021,5
6742,MER06742,E-Commerce,Small,Karnataka,Mysuru,T+2,2021,5
6743,MER06743,Government,Medium,West Bengal,Siliguri,T+1,2021,5
6744,MER06744,Retail,Small,Rajasthan,Udaipur,T+1,2024,2
6745,MER06745,Utilities,Enterprise,Karnataka,Mangaluru,T+3,2020,6
6746,MER06746,Fuel,Small,Maharashtra,Mumbai,T+1,2023,3
6747,MER06747,Food & Dining,Medium,Delhi,New Delhi,T+2,2025,1
6748,MER06748,Utilities,Small,West Bengal,Kolkata,T+1,2019,7
6749,MER06749,Retail,Small,Telangana,Warangal,T+1,2021,5
6750,MER06750,E-Commerce,Medium,Kerala,Kozhikode,T+1,2025,1
6751,MER06751,Food & Dining,Small,West Bengal,Durgapur,T+2,2020,6
6752,MER06752,Healthcare,Medium,Delhi,New Delhi,T+1,2022,4
6753,MER06753,E-Commerce,Small,Uttar Pradesh,Kanpur,T+2,2022,4
6754,MER06754,Retail,Small,Tamil Nadu,Coimbatore,T+1,2021,5
6755,MER06755,Retail,Small,Karnataka,Mangaluru,T+1,2023,3
6756,MER06756,Travel,Small,Telangana,Warangal,T+1,2023,3
6757,MER06757,Food & Dining,Small,Rajasthan,Udaipur,T+1,2019,7
6758,MER06758,E-Commerce,Small,Rajasthan,Jaipur,T+2,2022,4
6759,MER06759,Healthcare,Small,Maharashtra,Mumbai,T+1,2023,3
6760,MER06760,Retail,Small,Delhi,New Delhi,T+2,2023,3
6761,MER06761,Retail,Small,Tamil Nadu,Madurai,T+1,2022,4
6762,MER06762,Travel,Medium,Maharashtra,Pune,T+1,2024,2
6763,MER06763,E-Commerce,Enterprise,Tamil Nadu,Madurai,T+2,2022,4
6764,MER06764,Education,Small,Telangana,Hyderabad,T+1,2023,3
6765,MER06765,Fuel,Small,Karnataka,Mysuru,T+1,2026,0
6766,MER06766,Utilities,Small,Karnataka,Bengaluru,T+1,2025,1
6767,MER06767,Government,Small,Delhi,New Delhi,T+1,2025,1
6768,MER06768,Food & Dining,Small,Telangana,Hyderabad,T+2,2021,5
6769,MER06769,Food & Dining,Medium,Telangana,Hyderabad,T+1,2022,4
6770,MER06770,Government,Small,Tamil Nadu,Madurai,T+3,2024,2
6771,MER06771,Retail,Small,Rajasthan,Jaipur,T+1,2021,5
6772,MER06772,E-Commerce,Medium,Rajasthan,Jodhpur,T+2,2021,5
6773,MER06773,Fuel,Small,Karnataka,Bengaluru,T+1,2021,5
6774,MER06774,Fuel,Small,Maharashtra,Pune,T+2,2026,0
6775,MER06775,Food & Dining,Medium,Tamil Nadu,Madurai,T+1,2024,2
6776,MER06776,Education,Medium,Maharashtra,Nagpur,T+1,2024,2
6777,MER06777,Food & Dining,Small,Gujarat,Surat,T+2,2026,0
6778,MER06778,E-Commerce,Small,Maharashtra,Mumbai,T+2,2026,0
6779,MER06779,Utilities,Small,Kerala,Kochi,T+1,2024,2
6780,MER06780,Entertainment,Small,Delhi,New Delhi,T+3,2021,5
6781,MER06781,Utilities,Small,Uttar Pradesh,Lucknow,T+1,2020,6
6782,MER06782,Food & Dining,Small,Maharashtra,Nagpur,T+1,2026,0
6783,MER06783,Education,Small,Gujarat,Vadodara,T+1,2026,0
6784,MER06784,Travel,Medium,Maharashtra,Nagpur,T+2,2021,5
6785,MER06785,Government,Medium,Maharashtra,Pune,T+1,2019,7
6786,MER06786,Retail,Small,Rajasthan,Jodhpur,T+1,2023,3
6787,MER06787,Healthcare,Small,Kerala,Kozhikode,T+2,2026,0
6788,MER06788,Fuel,Small,Karnataka,Mysuru,T+1,2026,0
6789,MER06789,Retail,Medium,Kerala,Thiruvananthapuram,T+1,2020,6
6790,MER06790,Government,Small,Kerala,Kozhikode,T+1,2020,6
6791,MER06791,Retail,Medium,Delhi,New Delhi,T+3,2019,7
6792,MER06792,Travel,Small,Tamil Nadu,Madurai,T+1,2026,0
6793,MER06793,Retail,Small,Karnataka,Mangaluru,T+3,2024,2
6794,MER06794,Education,Small,Rajasthan,Jodhpur,T+1,2025,1
6795,MER06795,Retail,Enterprise,Delhi,New Delhi,T+1,2019,7
6796,MER06796,Retail,Small,Karnataka,Bengaluru,T+2,2023,3
6797,MER06797,Utilities,Small,West Bengal,Siliguri,T+3,2026,0
6798,MER06798,Food & Dining,Small,Karnataka,Mysuru,T+2,2022,4
6799,MER06799,Retail,Small,Kerala,Kochi,T+1,2024,2
6800,MER06800,Retail,Small,Uttar Pradesh,Noida,T+1,2025,1
6801,MER06801,Travel,Small,Maharashtra,Nagpur,T+2,2022,4
6802,MER06802,Education,Medium,Tamil Nadu,Madurai,T+1,2021,5
6803,MER06803,E-Commerce,Small,West Bengal,Siliguri,T+1,2026,0
6804,MER06804,Healthcare,Medium,Uttar Pradesh,Noida,T+1,2025,1
6805,MER06805,Utilities,Medium,West Bengal,Kolkata,T+1,2023,3
6806,MER06806,Healthcare,Enterprise,Karnataka,Mangaluru,T+1,2022,4
6807,MER06807,Government,Small,Uttar Pradesh,Kanpur,T+2,2026,0
6808,MER06808,Fuel,Small,West Bengal,Siliguri,T+1,2026,0
6809,MER06809,Retail,Small,Delhi,New Delhi,T+1,2023,3
6810,MER06810,Fuel,Small,Rajasthan,Udaipur,T+2,2025,1
6811,MER06811,Education,Small,West Bengal,Durgapur,T+1,2026,0
6812,MER06812,Travel,Enterprise,Maharashtra,Nagpur,T+1,2023,3
6813,MER06813,Retail,Small,Gujarat,Vadodara,T+1,2022,4
6814,MER06814,E-Commerce,Small,Rajasthan,Jodhpur,T+1,2026,0
6815,MER06815,Retail,Small,Rajasthan,Jodhpur,T+1,2023,3
6816,MER06816,E-Commerce,Small,Maharashtra,Nagpur,T+1,2021,5
6817,MER06817,Fuel,Medium,Telangana,Hyderabad,T+1,2026,0
6818,MER06818,E-Commerce,Medium,Delhi,New Delhi,T+1,2024,2
6819,MER06819,Utilities,Medium,Karnataka,Bengaluru,T+2,2026,0
6820,MER06820,Government,Small,Karnataka,Bengaluru,T+2,2022,4
6821,MER06821,Entertainment,Small,Maharashtra,Mumbai,T+1,2024,2
6822,MER06822,Entertainment,Small,Uttar Pradesh,Kanpur,T+1,2026,0
