CustomerKey,CustomerID,CustomerSegment,State,City,Gender,AgeGroup,IncomeGroup,KYCStatus,JoinYear,CustomerTenure
17646,CUST17646,Standard,Telangana,Hyderabad,Male,26-35,Middle,Verified,2022,4
17647,CUST17647,Standard,Maharashtra,Nagpur,Female,46-60,High,Verified,2024,2
17648,CUST17648,Premium,Rajasthan,Udaipur,Female,36-45,Middle,Verified,2020,6
17649,CUST17649,Standard,Gujarat,Ahmedabad,Male,46-60,Middle,Verified,2026,0
17650,CUST17650,Standard,West Bengal,Siliguri,Male,18-25,Middle,Verified,2024,2
17651,CUST17651,Standard,Gujarat,Ahmedabad,Female,46-60,Low,Verified,2021,5
17652,CUST17652,Standard,Rajasthan,Jaipur,Male,26-35,High,Verified,2023,3
17653,CUST17653,Standard,Telangana,Warangal,Male,46-60,Low,Verified,2023,3
17654,CUST17654,Standard,West Bengal,Siliguri,Male,26-35,Low,Verified,2026,0
17655,CUST17655,Standard,Kerala,Kozhikode,Female,18-25,Middle,Verified,2025,1
17656,CUST17656,Premium,Kerala,Kochi,Male,36-45,Middle,Verified,2026,0
17657,CUST17657,Standard,Maharashtra,Nagpur,Female,36-45,Low,Verified,2025,1
17658,CUST17658,Gold,Karnataka,Mangaluru,Female,60+,Low,Verified,2025,1
17659,CUST17659,Standard,Karnataka,Mangaluru,Female,26-35,Low,Verified,2023,3
17660,CUST17660,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2021,5
17661,CUST17661,Premium,Kerala,Thiruvananthapuram,Male,36-45,Low,Verified,2023,3
17662,CUST17662,Gold,Delhi,New Delhi,Male,46-60,Low,Verified,2026,0
17663,CUST17663,Standard,Delhi,New Delhi,Female,36-45,Middle,Verified,2021,5
17664,CUST17664,Gold,Maharashtra,Mumbai,Male,46-60,Middle,Verified,2021,5
17665,CUST17665,Premium,Rajasthan,Jodhpur,Male,26-35,Low,Verified,2024,2
17666,CUST17666,Standard,Uttar Pradesh,Noida,Female,46-60,Low,Verified,2024,2
17667,CUST17667,Standard,Telangana,Warangal,Female,36-45,Middle,Verified,2025,1
17668,CUST17668,Standard,Uttar Pradesh,Noida,Female,18-25,Middle,Pending,2022,4
17669,CUST17669,Gold,Uttar Pradesh,Lucknow,Male,26-35,Middle,Verified,2025,1
17670,CUST17670,Gold,West Bengal,Durgapur,Male,18-25,Middle,Verified,2022,4
17671,CUST17671,Gold,Maharashtra,Pune,Female,18-25,High,Verified,2021,5
17672,CUST17672,Standard,West Bengal,Durgapur,Male,46-60,Middle,Verified,2024,2
17673,CUST17673,Premium,Gujarat,Surat,Male,46-60,High,Verified,2020,6
17674,CUST17674,Standard,West Bengal,Kolkata,Male,26-35,Low,Verified,2024,2
17675,CUST17675,Standard,Gujarat,Ahmedabad,Female,26-35,Middle,Verified,2026,0
17676,CUST17676,Standard,Rajasthan,Jaipur,Male,26-35,Middle,Pending,2025,1
17677,CUST17677,Premium,Telangana,Hyderabad,Female,36-45,Low,Verified,2026,0
17678,CUST17678,Standard,Telangana,Hyderabad,Male,60+,High,Verified,2022,4
17679,CUST17679,Standard,Kerala,Kochi,Male,46-60,Middle,Verified,2026,0
17680,CUST17680,Premium,Delhi,New Delhi,Male,18-25,Middle,Verified,2025,1
17681,CUST17681,Premium,Delhi,New Delhi,Female,46-60,Middle,Verified,2021,5
17682,CUST17682,Standard,Gujarat,Vadodara,Male,26-35,Middle,Verified,2026,0
17683,CUST17683,Premium,Telangana,Warangal,Male,36-45,Middle,Verified,2023,3
17684,CUST17684,Gold,Karnataka,Mysuru,Female,46-60,Low,Rejected,2024,2
17685,CUST17685,Standard,West Bengal,Durgapur,Female,26-35,Middle,Verified,2026,0
17686,CUST17686,Standard,Uttar Pradesh,Noida,Male,18-25,Low,Verified,2025,1
17687,CUST17687,Standard,Telangana,Warangal,Female,26-35,High,Verified,2025,1
17688,CUST17688,Standard,Gujarat,Ahmedabad,Male,18-25,Middle,Verified,2021,5
17689,CUST17689,Gold,Karnataka,Mysuru,Female,26-35,Middle,Verified,2025,1
17690,CUST17690,Standard,Kerala,Kochi,Female,46-60,High,Verified,2026,0
17691,CUST17691,Gold,Uttar Pradesh,Lucknow,Male,46-60,High,Verified,2025,1
17692,CUST17692,Gold,Tamil Nadu,Chennai,Male,26-35,Middle,Verified,2025,1
17693,CUST17693,Standard,West Bengal,Durgapur,Female,36-45,Middle,Verified,2022,4
17694,CUST17694,Premium,Delhi,New Delhi,Female,36-45,High,Verified,2024,2
17695,CUST17695,Gold,Maharashtra,Nagpur,Male,26-35,High,Verified,2025,1
17696,CUST17696,Standard,Karnataka,Mangaluru,Male,36-45,High,Verified,2025,1
17697,CUST17697,Gold,Maharashtra,Nagpur,Male,46-60,Low,Verified,2021,5
17698,CUST17698,Premium,Gujarat,Vadodara,Male,26-35,Middle,Verified,2025,1
17699,CUST17699,Standard,Telangana,Hyderabad,Female,18-25,High,Verified,2021,5
17700,CUST17700,Premium,Delhi,New Delhi,Female,26-35,Low,Verified,2026,0
17701,CUST17701,Standard,Gujarat,Ahmedabad,Female,36-45,Middle,Verified,2026,0
17702,CUST17702,Standard,Maharashtra,Mumbai,Male,26-35,High,Verified,2022,4
17703,CUST17703,Gold,Uttar Pradesh,Lucknow,Male,36-45,Middle,Verified,2024,2
17704,CUST17704,Gold,Maharashtra,Pune,Female,26-35,Low,Verified,2021,5
17705,CUST17705,Gold,Telangana,Hyderabad,Male,36-45,Middle,Verified,2023,3
17706,CUST17706,Standard,Tamil Nadu,Coimbatore,Male,18-25,High,Verified,2025,1
17707,CUST17707,Gold,Karnataka,Mysuru,Male,26-35,Low,Verified,2026,0
17708,CUST17708,Gold,Gujarat,Surat,Female,36-45,Low,Verified,2020,6
17709,CUST17709,Standard,Uttar Pradesh,Kanpur,Male,26-35,Middle,Verified,2026,0
17710,CUST17710,Standard,Tamil Nadu,Chennai,Male,26-35,Middle,Verified,2023,3
17711,CUST17711,Gold,Delhi,New Delhi,Male,18-25,Middle,Verified,2022,4
17712,CUST17712,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2023,3
17713,CUST17713,Standard,Telangana,Warangal,Male,26-35,High,Verified,2022,4
17714,CUST17714,Standard,Uttar Pradesh,Lucknow,Female,18-25,Middle,Verified,2026,0
17715,CUST17715,Gold,Gujarat,Vadodara,Male,36-45,Middle,Verified,2025,1
17716,CUST17716,Standard,Maharashtra,Mumbai,Male,18-25,Middle,Verified,2024,2
17717,CUST17717,Standard,West Bengal,Kolkata,Female,26-35,Middle,Verified,2019,7
17718,CUST17718,Standard,Maharashtra,Nagpur,Female,18-25,High,Verified,2024,2
17719,CUST17719,Standard,Kerala,Thiruvananthapuram,Male,36-45,Middle,Verified,2025,1
17720,CUST17720,Standard,Rajasthan,Jodhpur,Female,18-25,Middle,Verified,2025,1
17721,CUST17721,Standard,Telangana,Warangal,Male,60+,Low,Verified,2026,0
17722,CUST17722,Standard,Kerala,Kozhikode,Female,36-45,Middle,Verified,2024,2
17723,CUST17723,Standard,Maharashtra,Pune,Female,18-25,Middle,Verified,2026,0
17724,CUST17724,Premium,Karnataka,Mysuru,Male,26-35,Low,Verified,2021,5
17725,CUST17725,Standard,Delhi,New Delhi,Female,18-25,Low,Verified,2026,0
17726,CUST17726,Gold,Uttar Pradesh,Noida,Male,36-45,Low,Verified,2025,1
17727,CUST17727,Gold,Tamil Nadu,Coimbatore,Male,36-45,Middle,Verified,2026,0
17728,CUST17728,Standard,Delhi,New Delhi,Female,26-35,Middle,Verified,2025,1
17729,CUST17729,Standard,Maharashtra,Nagpur,Female,36-45,Low,Verified,2026,0
17730,CUST17730,Premium,Uttar Pradesh,Noida,Male,46-60,Middle,Verified,2022,4
17731,CUST17731,Standard,Maharashtra,Pune,Male,46-60,Middle,Verified,2026,0
17732,CUST17732,Standard,Delhi,New Delhi,Male,18-25,High,Verified,2023,3
17733,CUST17733,Standard,Karnataka,Mangaluru,Male,26-35,High,Verified,2025,1
17734,CUST17734,Standard,Maharashtra,Mumbai,Male,26-35,Middle,Verified,2025,1
17735,CUST17735,Gold,Maharashtra,Nagpur,Female,26-35,Middle,Verified,2022,4
17736,CUST17736,Premium,Gujarat,Surat,Male,36-45,Low,Verified,2021,5
17737,CUST17737,Standard,Tamil Nadu,Madurai,Female,36-45,Low,Verified,2024,2
17738,CUST17738,Standard,Gujarat,Vadodara,Male,60+,High,Verified,2026,0
17739,CUST17739,Standard,West Bengal,Durgapur,Female,18-25,High,Verified,2021,5
17740,CUST17740,Premium,Kerala,Kozhikode,Female,18-25,Low,Verified,2023,3
17741,CUST17741,Standard,Maharashtra,Mumbai,Male,46-60,Middle,Verified,2026,0
17742,CUST17742,Gold,Maharashtra,Nagpur,Female,26-35,Middle,Verified,2022,4
17743,CUST17743,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2024,2
17744,CUST17744,Gold,Gujarat,Surat,Male,60+,Middle,Verified,2021,5
17745,CUST17745,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2019,7
17746,CUST17746,Premium,West Bengal,Durgapur,Female,36-45,Low,Verified,2021,5
17747,CUST17747,Standard,Gujarat,Surat,Male,26-35,High,Verified,2026,0
17748,CUST17748,Gold,Uttar Pradesh,Noida,Male,46-60,High,Verified,2024,2
17749,CUST17749,Standard,Delhi,New Delhi,Male,36-45,High,Verified,2026,0
17750,CUST17750,Gold,Tamil Nadu,Coimbatore,Female,36-45,Low,Verified,2023,3
17751,CUST17751,Standard,Uttar Pradesh,Noida,Male,18-25,Low,Verified,2024,2
17752,CUST17752,Standard,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2026,0
17753,CUST17753,Standard,Delhi,New Delhi,Male,60+,Middle,Verified,2023,3
17754,CUST17754,Standard,Maharashtra,Pune,Male,26-35,Low,Verified,2025,1
17755,CUST17755,Standard,Gujarat,Surat,Male,60+,Middle,Verified,2020,6
17756,CUST17756,Standard,Kerala,Thiruvananthapuram,Male,60+,Low,Pending,2024,2
17757,CUST17757,Standard,Maharashtra,Pune,Female,36-45,Middle,Verified,2022,4
17758,CUST17758,Standard,Telangana,Hyderabad,Female,26-35,High,Verified,2025,1
17759,CUST17759,Standard,Kerala,Kozhikode,Female,18-25,Middle,Verified,2024,2
17760,CUST17760,Standard,Gujarat,Vadodara,Female,26-35,Middle,Verified,2021,5
17761,CUST17761,Standard,Delhi,New Delhi,Female,18-25,Low,Verified,2025,1
17762,CUST17762,Standard,Rajasthan,Udaipur,Male,26-35,Low,Verified,2025,1
17763,CUST17763,Gold,Maharashtra,Mumbai,Male,36-45,High,Verified,2022,4
17764,CUST17764,Standard,Karnataka,Mangaluru,Female,26-35,High,Verified,2022,4
17765,CUST17765,Gold,Kerala,Thiruvananthapuram,Male,18-25,Low,Verified,2021,5
17766,CUST17766,Standard,Karnataka,Bengaluru,Male,36-45,Middle,Verified,2021,5
17767,CUST17767,Premium,Uttar Pradesh,Kanpur,Female,26-35,Low,Verified,2022,4
17768,CUST17768,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2020,6
17769,CUST17769,Gold,Uttar Pradesh,Kanpur,Male,18-25,Middle,Verified,2024,2
17770,CUST17770,Standard,West Bengal,Durgapur,Female,26-35,Middle,Verified,2026,0
17771,CUST17771,Standard,Tamil Nadu,Chennai,Male,36-45,Low,Verified,2026,0
17772,CUST17772,Standard,Gujarat,Ahmedabad,Male,26-35,Middle,Verified,2024,2
17773,CUST17773,Standard,Maharashtra,Pune,Female,36-45,Low,Verified,2021,5
17774,CUST17774,Standard,Maharashtra,Mumbai,Male,36-45,Middle,Verified,2023,3
17775,CUST17775,Standard,West Bengal,Kolkata,Male,26-35,Middle,Verified,2023,3
17776,CUST17776,Premium,Kerala,Thiruvananthapuram,Female,26-35,Middle,Verified,2024,2
17777,CUST17777,Standard,West Bengal,Durgapur,Female,26-35,Middle,Verified,2024,2
17778,CUST17778,Standard,Rajasthan,Udaipur,Female,36-45,Middle,Verified,2022,4
17779,CUST17779,Gold,Kerala,Kochi,Male,18-25,Middle,Verified,2025,1
17780,CUST17780,Gold,Uttar Pradesh,Noida,Male,26-35,Middle,Verified,2025,1
17781,CUST17781,Standard,Kerala,Kozhikode,Female,26-35,Middle,Verified,2021,5
17782,CUST17782,Gold,Maharashtra,Pune,Female,36-45,Low,Verified,2020,6
17783,CUST17783,Standard,Uttar Pradesh,Noida,Male,26-35,Middle,Verified,2026,0
17784,CUST17784,Standard,Uttar Pradesh,Lucknow,Male,26-35,Middle,Verified,2023,3
17785,CUST17785,Standard,Maharashtra,Nagpur,Female,36-45,Middle,Verified,2024,2
17786,CUST17786,Standard,Kerala,Thiruvananthapuram,Male,26-35,Middle,Verified,2024,2
17787,CUST17787,Standard,Maharashtra,Nagpur,Female,18-25,High,Verified,2023,3
17788,CUST17788,Standard,Tamil Nadu,Madurai,Male,26-35,High,Verified,2025,1
17789,CUST17789,Standard,Maharashtra,Nagpur,Male,26-35,High,Verified,2026,0
17790,CUST17790,Standard,Gujarat,Vadodara,Female,18-25,Middle,Verified,2022,4
17791,CUST17791,Gold,Tamil Nadu,Coimbatore,Male,46-60,Low,Verified,2022,4
17792,CUST17792,Standard,Telangana,Hyderabad,Female,36-45,Low,Verified,2026,0
17793,CUST17793,Gold,Uttar Pradesh,Noida,Male,46-60,Low,Verified,2021,5
17794,CUST17794,Gold,Uttar Pradesh,Lucknow,Female,26-35,High,Verified,2019,7
17795,CUST17795,Gold,West Bengal,Kolkata,Male,46-60,Middle,Verified,2023,3
17796,CUST17796,Gold,Maharashtra,Pune,Male,26-35,Middle,Verified,2026,0
17797,CUST17797,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2025,1
17798,CUST17798,Standard,Uttar Pradesh,Lucknow,Female,46-60,High,Verified,2024,2
17799,CUST17799,Standard,West Bengal,Durgapur,Female,18-25,Low,Verified,2023,3
17800,CUST17800,Standard,West Bengal,Siliguri,Male,36-45,Low,Verified,2020,6
17801,CUST17801,Standard,Karnataka,Mysuru,Female,46-60,Middle,Verified,2025,1
17802,CUST17802,Standard,Delhi,New Delhi,Female,46-60,Low,Verified,2026,0
17803,CUST17803,Premium,Rajasthan,Udaipur,Male,18-25,High,Verified,2020,6
17804,CUST17804,Standard,Kerala,Kochi,Male,46-60,Middle,Verified,2026,0
17805,CUST17805,Standard,Maharashtra,Nagpur,Male,36-45,Low,Verified,2023,3
17806,CUST17806,Standard,Gujarat,Surat,Female,46-60,High,Verified,2026,0
17807,CUST17807,Gold,Gujarat,Vadodara,Female,36-45,Middle,Verified,2026,0
17808,CUST17808,Standard,Tamil Nadu,Coimbatore,Female,36-45,Low,Verified,2022,4
17809,CUST17809,Standard,Tamil Nadu,Coimbatore,Male,36-45,Middle,Verified,2024,2
17810,CUST17810,Premium,Telangana,Hyderabad,Male,26-35,Low,Verified,2026,0
17811,CUST17811,Gold,Rajasthan,Jodhpur,Male,46-60,Middle,Verified,2022,4
17812,CUST17812,Gold,Kerala,Kochi,Male,18-25,Middle,Verified,2024,2
17813,CUST17813,Premium,Kerala,Kozhikode,Female,18-25,Middle,Verified,2023,3
17814,CUST17814,Standard,West Bengal,Kolkata,Male,36-45,Middle,Verified,2025,1
17815,CUST17815,Gold,Maharashtra,Nagpur,Male,36-45,Low,Verified,2024,2
17816,CUST17816,Standard,Tamil Nadu,Madurai,Male,46-60,Middle,Verified,2022,4
17817,CUST17817,Gold,Gujarat,Vadodara,Female,36-45,Low,Verified,2026,0
17818,CUST17818,Standard,Kerala,Thiruvananthapuram,Female,18-25,High,Verified,2024,2
17819,CUST17819,Standard,Rajasthan,Jaipur,Male,46-60,Low,Verified,2026,0
17820,CUST17820,Standard,Tamil Nadu,Madurai,Male,18-25,Low,Verified,2025,1
17821,CUST17821,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2026,0
17822,CUST17822,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2021,5
17823,CUST17823,Standard,Telangana,Hyderabad,Female,36-45,High,Verified,2026,0
17824,CUST17824,Standard,Karnataka,Bengaluru,Male,26-35,Low,Verified,2021,5
17825,CUST17825,Standard,Rajasthan,Udaipur,Female,26-35,Middle,Verified,2021,5
17826,CUST17826,Standard,Tamil Nadu,Coimbatore,Female,26-35,Middle,Verified,2023,3
17827,CUST17827,Standard,Rajasthan,Jaipur,Female,60+,Middle,Verified,2021,5
17828,CUST17828,Gold,Maharashtra,Nagpur,Female,26-35,Low,Verified,2026,0
17829,CUST17829,Standard,Karnataka,Bengaluru,Male,36-45,Low,Verified,2023,3
17830,CUST17830,Standard,Gujarat,Surat,Male,26-35,Middle,Verified,2022,4
17831,CUST17831,Gold,Kerala,Thiruvananthapuram,Male,26-35,Middle,Verified,2021,5
17832,CUST17832,Standard,Delhi,New Delhi,Male,36-45,Middle,Verified,2026,0
17833,CUST17833,Standard,Kerala,Kozhikode,Male,26-35,Middle,Verified,2023,3
17834,CUST17834,Standard,Tamil Nadu,Chennai,Female,26-35,Middle,Verified,2024,2
17835,CUST17835,Premium,Kerala,Thiruvananthapuram,Male,18-25,Low,Verified,2020,6
17836,CUST17836,Standard,Karnataka,Bengaluru,Male,26-35,High,Verified,2019,7
17837,CUST17837,Standard,Tamil Nadu,Chennai,Male,26-35,Middle,Verified,2025,1
17838,CUST17838,Gold,Karnataka,Mangaluru,Female,18-25,Low,Verified,2026,0
17839,CUST17839,Standard,Karnataka,Mysuru,Female,46-60,Middle,Verified,2022,4
17840,CUST17840,Standard,Tamil Nadu,Madurai,Female,36-45,Low,Verified,2026,0
17841,CUST17841,Standard,Delhi,New Delhi,Female,26-35,Middle,Pending,2022,4
17842,CUST17842,Premium,Uttar Pradesh,Lucknow,Female,18-25,Middle,Verified,2023,3
17843,CUST17843,Gold,Uttar Pradesh,Kanpur,Female,26-35,Middle,Verified,2020,6
17844,CUST17844,Standard,Delhi,New Delhi,Female,26-35,Middle,Verified,2023,3
17845,CUST17845,Standard,Rajasthan,Udaipur,Female,26-35,High,Verified,2021,5
17846,CUST17846,Standard,Rajasthan,Jodhpur,Male,26-35,Middle,Verified,2022,4
17847,CUST17847,Standard,Rajasthan,Jaipur,Female,18-25,Middle,Verified,2022,4
17848,CUST17848,Standard,Telangana,Hyderabad,Male,18-25,Middle,Verified,2019,7
17849,CUST17849,Standard,Tamil Nadu,Chennai,Male,18-25,Low,Verified,2025,1
17850,CUST17850,Standard,Delhi,New Delhi,Male,26-35,Low,Verified,2022,4
17851,CUST17851,Gold,Maharashtra,Nagpur,Male,46-60,Middle,Verified,2026,0
17852,CUST17852,Standard,Telangana,Warangal,Male,26-35,Middle,Verified,2026,0
17853,CUST17853,Standard,Gujarat,Vadodara,Male,26-35,Low,Verified,2021,5
17854,CUST17854,Gold,Telangana,Warangal,Male,36-45,High,Verified,2026,0
17855,CUST17855,Standard,Telangana,Hyderabad,Female,18-25,Low,Verified,2025,1
17856,CUST17856,Gold,Maharashtra,Nagpur,Female,18-25,Middle,Verified,2026,0
17857,CUST17857,Standard,West Bengal,Siliguri,Female,26-35,High,Verified,2023,3
17858,CUST17858,Gold,Delhi,New Delhi,Female,26-35,High,Verified,2023,3
17859,CUST17859,Premium,Gujarat,Vadodara,Female,26-35,Low,Verified,2026,0
17860,CUST17860,Standard,Delhi,New Delhi,Male,36-45,Low,Verified,2024,2
17861,CUST17861,Standard,Maharashtra,Nagpur,Male,26-35,Low,Verified,2024,2
17862,CUST17862,Standard,Kerala,Thiruvananthapuram,Male,26-35,Low,Verified,2021,5
17863,CUST17863,Standard,Maharashtra,Nagpur,Female,46-60,Middle,Verified,2020,6
17864,CUST17864,Standard,Telangana,Warangal,Male,18-25,High,Verified,2026,0
17865,CUST17865,Standard,Kerala,Kochi,Male,26-35,Low,Verified,2023,3
17866,CUST17866,Gold,Karnataka,Mangaluru,Female,36-45,Middle,Verified,2023,3
17867,CUST17867,Gold,Tamil Nadu,Coimbatore,Male,26-35,Low,Verified,2026,0
17868,CUST17868,Premium,Delhi,New Delhi,Female,26-35,Middle,Verified,2022,4
17869,CUST17869,Standard,Maharashtra,Nagpur,Female,18-25,Middle,Verified,2023,3
17870,CUST17870,Standard,Tamil Nadu,Chennai,Male,18-25,Low,Verified,2024,2
17871,CUST17871,Gold,Tamil Nadu,Chennai,Female,18-25,Middle,Verified,2022,4
17872,CUST17872,Standard,Maharashtra,Nagpur,Female,60+,Middle,Verified,2026,0
17873,CUST17873,Gold,Tamil Nadu,Madurai,Male,36-45,Low,Verified,2025,1
17874,CUST17874,Standard,Maharashtra,Pune,Female,36-45,Middle,Verified,2024,2
17875,CUST17875,Standard,Kerala,Kozhikode,Male,18-25,Middle,Verified,2025,1
17876,CUST17876,Standard,West Bengal,Siliguri,Male,26-35,Middle,Verified,2023,3
17877,CUST17877,Standard,Maharashtra,Mumbai,Female,36-45,Low,Verified,2025,1
17878,CUST17878,Standard,Uttar Pradesh,Lucknow,Female,36-45,Middle,Verified,2026,0
17879,CUST17879,Standard,Delhi,New Delhi,Male,26-35,Middle,Verified,2023,3
17880,CUST17880,Gold,Karnataka,Bengaluru,Female,46-60,Middle,Verified,2024,2
17881,CUST17881,Standard,Karnataka,Bengaluru,Female,26-35,Low,Verified,2022,4
17882,CUST17882,Standard,Telangana,Warangal,Male,46-60,High,Verified,2021,5
17883,CUST17883,Standard,Maharashtra,Nagpur,Male,26-35,Low,Verified,2026,0
17884,CUST17884,Standard,Maharashtra,Nagpur,Male,36-45,High,Verified,2026,0
17885,CUST17885,Standard,Telangana,Warangal,Male,26-35,Middle,Verified,2023,3
17886,CUST17886,Standard,Rajasthan,Jodhpur,Male,26-35,Middle,Verified,2021,5
17887,CUST17887,Standard,Tamil Nadu,Chennai,Male,26-35,High,Verified,2025,1
17888,CUST17888,Standard,Tamil Nadu,Coimbatore,Female,26-35,Low,Verified,2026,0
17889,CUST17889,Standard,Rajasthan,Udaipur,Male,18-25,Low,Verified,2024,2
17890,CUST17890,Gold,Karnataka,Mysuru,Female,26-35,Low,Verified,2025,1
17891,CUST17891,Standard,Karnataka,Bengaluru,Female,26-35,High,Verified,2026,0
17892,CUST17892,Standard,Kerala,Thiruvananthapuram,Female,18-25,Low,Verified,2025,1
17893,CUST17893,Premium,Telangana,Hyderabad,Male,36-45,Low,Verified,2023,3
17894,CUST17894,Standard,Maharashtra,Pune,Male,26-35,Middle,Verified,2023,3
17895,CUST17895,Standard,West Bengal,Kolkata,Female,60+,High,Verified,2019,7
17896,CUST17896,Standard,Uttar Pradesh,Kanpur,Female,18-25,High,Verified,2024,2
17897,CUST17897,Standard,Karnataka,Mysuru,Male,26-35,Middle,Verified,2026,0
17898,CUST17898,Standard,Delhi,New Delhi,Male,26-35,Low,Verified,2025,1
17899,CUST17899,Standard,Karnataka,Bengaluru,Male,26-35,Middle,Verified,2024,2
17900,CUST17900,Standard,Telangana,Warangal,Male,26-35,Middle,Verified,2023,3
17901,CUST17901,Premium,West Bengal,Siliguri,Female,26-35,Middle,Verified,2019,7
17902,CUST17902,Standard,Maharashtra,Nagpur,Female,46-60,High,Verified,2025,1
17903,CUST17903,Standard,West Bengal,Durgapur,Female,18-25,Low,Pending,2022,4
17904,CUST17904,Standard,West Bengal,Durgapur,Male,46-60,Middle,Verified,2026,0
17905,CUST17905,Standard,Maharashtra,Mumbai,Female,36-45,Middle,Verified,2024,2
17906,CUST17906,Standard,Gujarat,Surat,Female,36-45,Middle,Verified,2024,2
17907,CUST17907,Premium,Telangana,Hyderabad,Male,46-60,Middle,Verified,2019,7
17908,CUST17908,Standard,Tamil Nadu,Madurai,Male,26-35,Middle,Verified,2026,0
17909,CUST17909,Premium,Kerala,Kochi,Male,46-60,Middle,Verified,2025,1
17910,CUST17910,Standard,Delhi,New Delhi,Female,26-35,Low,Verified,2023,3
17911,CUST17911,Standard,Maharashtra,Mumbai,Female,36-45,Low,Verified,2022,4
17912,CUST17912,Standard,West Bengal,Durgapur,Male,26-35,Low,Verified,2023,3
17913,CUST17913,Standard,Telangana,Warangal,Male,36-45,Low,Verified,2020,6
17914,CUST17914,Standard,Rajasthan,Jaipur,Male,18-25,Middle,Verified,2020,6
17915,CUST17915,Gold,Karnataka,Mysuru,Male,46-60,High,Verified,2022,4
17916,CUST17916,Standard,Delhi,New Delhi,Female,18-25,Low,Verified,2026,0
17917,CUST17917,Standard,Tamil Nadu,Madurai,Female,18-25,Low,Verified,2024,2
17918,CUST17918,Gold,Kerala,Thiruvananthapuram,Female,36-45,Middle,Verified,2025,1
17919,CUST17919,Standard,Tamil Nadu,Coimbatore,Male,26-35,Middle,Verified,2024,2
17920,CUST17920,Standard,Uttar Pradesh,Noida,Male,26-35,Middle,Verified,2023,3
17921,CUST17921,Standard,Maharashtra,Pune,Male,26-35,Low,Pending,2024,2
17922,CUST17922,Standard,Tamil Nadu,Chennai,Male,26-35,Low,Verified,2022,4
17923,CUST17923,Gold,Maharashtra,Mumbai,Male,46-60,Middle,Verified,2022,4
17924,CUST17924,Standard,Rajasthan,Udaipur,Male,26-35,Low,Verified,2019,7
17925,CUST17925,Premium,Maharashtra,Nagpur,Female,36-45,Middle,Verified,2022,4
17926,CUST17926,Gold,Tamil Nadu,Madurai,Male,46-60,Middle,Verified,2023,3
17927,CUST17927,Standard,Maharashtra,Mumbai,Female,36-45,Middle,Verified,2025,1
17928,CUST17928,Standard,Rajasthan,Jaipur,Female,36-45,Middle,Pending,2024,2
17929,CUST17929,Gold,Telangana,Warangal,Male,26-35,Low,Verified,2023,3
17930,CUST17930,Gold,Rajasthan,Jaipur,Male,60+,Middle,Verified,2024,2
17931,CUST17931,Standard,Maharashtra,Pune,Male,36-45,High,Verified,2024,2
17932,CUST17932,Premium,Maharashtra,Mumbai,Male,60+,Low,Verified,2025,1
17933,CUST17933,Premium,Delhi,New Delhi,Female,18-25,Middle,Verified,2025,1
17934,CUST17934,Standard,Telangana,Hyderabad,Female,18-25,Low,Verified,2023,3
17935,CUST17935,Gold,Delhi,New Delhi,Male,26-35,Middle,Verified,2020,6
17936,CUST17936,Standard,West Bengal,Kolkata,Female,36-45,High,Verified,2025,1
17937,CUST17937,Standard,Maharashtra,Nagpur,Male,46-60,Middle,Verified,2026,0
17938,CUST17938,Standard,Telangana,Hyderabad,Female,46-60,Middle,Verified,2026,0
17939,CUST17939,Standard,Delhi,New Delhi,Female,26-35,Middle,Verified,2024,2
17940,CUST17940,Gold,Gujarat,Vadodara,Female,36-45,High,Verified,2023,3
17941,CUST17941,Standard,Gujarat,Ahmedabad,Female,18-25,Low,Verified,2026,0
17942,CUST17942,Standard,Maharashtra,Mumbai,Female,26-35,Low,Verified,2024,2
17943,CUST17943,Gold,Rajasthan,Udaipur,Female,26-35,Middle,Verified,2026,0
17944,CUST17944,Standard,Uttar Pradesh,Noida,Female,26-35,Middle,Verified,2023,3
17945,CUST17945,Standard,Tamil Nadu,Madurai,Male,26-35,Middle,Verified,2023,3
17946,CUST17946,Standard,Gujarat,Surat,Male,26-35,High,Verified,2023,3
17947,CUST17947,Standard,Maharashtra,Pune,Male,26-35,Middle,Verified,2025,1
17948,CUST17948,Gold,Gujarat,Ahmedabad,Male,46-60,Middle,Verified,2024,2
17949,CUST17949,Standard,Tamil Nadu,Chennai,Male,36-45,Low,Verified,2025,1
17950,CUST17950,Standard,Delhi,New Delhi,Female,18-25,Low,Verified,2023,3
17951,CUST17951,Standard,Uttar Pradesh,Lucknow,Male,26-35,High,Verified,2023,3
17952,CUST17952,Standard,Karnataka,Mysuru,Male,18-25,High,Verified,2020,6
17953,CUST17953,Standard,Maharashtra,Pune,Female,36-45,Middle,Verified,2020,6
17954,CUST17954,Standard,Gujarat,Vadodara,Female,60+,Low,Verified,2026,0
17955,CUST17955,Standard,West Bengal,Durgapur,Male,26-35,Low,Verified,2019,7
